Id;Sentence;IsNegated
471;The only man is his way is the valiant hacker hero Bram Walker (that's Walker, not Stoker, played by Chris Mulkey).;F F F F F F F F F F F F F F F T T F F F F
472;But BOYS AND GIRLS does what most bad copies of good films do: It mimics a structure without having the faintest grasp of the insight or charm that fueled the original.;F F F F F F F F F F F F F F F F F T T T T T F F F F F F F F F
473;"The latter happened not long after she had said of Fletcher, ""This guy's a restraining order waiting to happen,"" since he followed her so obsessively.";F F T T T T F F F F F F F F F F F F F F F F F F F
474;"""We're sexually attracted to one another, so I hope neither one of us dies,"" say Bowman and Gallagher, though not in so many words.";F F F F F F F F F T T T T T F F F F F T T T T T
475;The picture never explains why it works this way, but it's funny, no matter how often they show it.;F F T T T T T T T F F F T T T T T T T
476;In Brian Wayne Peterson's script, which abides no subtle moments, Megan's true sexual orientation is never left in question.;F F F F F F F T T T F F F F F T T T T
477;Suddenly, WHEN THE=20 CAT'S AWAY is no longer about finding Gris-Gris, it's about Chloe=20 discovering meaning in her life.;F F F F F T T T T T T F F F F F F F F
478;While Marion rejects Pierre and jumps into bed that same night with the snake-like Henri, not seeing that he doesn't love her.;F F F F F F F F F F F F F F F T T T T T T T
479;There are times when ANNA KARENINA seems not like a filmed version of the Cliffnotes, but of the abridged Cliffnotes.;F F F F F F T T T T T T T T T F F F F F
480;The film, which was released last year in parts of Europe, does not yet have a United States release date.;F F F F F F F F F F F T T T T T T T T T
481;His many erotic (but not explicit) dreams of Angela feature hundreds of American Beauty red rose petals, just the type his wife likes to grow.;F F F T T T F F F F F F F F F F F F F F F F F F F
482;It is most worth noting that THE CIDER HOUSE RULES on film packs 15 years of Homer's life into about a year and a half.;T T T T T F F F F F F F F F F F F F F F F F F F F
483;He will speak the lines written, but he will not show one scintilla of emotion.;F F F F F F F T T T T T T T T
484;Although not nearly as enjoyable as the sweet first part, it does deliver on some nice childish humor.;T T T T T F F F F F F F F F F F F F
485;But one evening Zanzi again confronts Alonzo, this time in the dark shadows nearby Nanon's wagon and he notices that Alonzo has arms.;F F F F F F F F F F F F F F F F F F F F F F F
486;Since Christian later recants his claims of abuse, the story is not only a character study of a dysfunctional family but also a mystery as well.;F F F F F F F F T T T T T T T T F F F F F F F F F F
487;Guaranteed to move your mind and heart, the film does what documentaries are intended to do, bring to you material that you're not likely to see otherwise.;F F F F F F F F F F F F F F F F F F F F F T T T T T T
488;GILBERT GRAPE does seem to drift into its conclusion, but it never lost me.;F F F F F F F F F F T T T T
489;When some of these new experiences don't turn out well, and Angie's life takes some disappointing turns, she seems to take all the wrong lessons away from those experiences.;F F F F F T T T T T F F F F F F F F F F F F F F F F F F F
490;It deserves no better than to get sunk by the unstoppable TITANIC, which should plow SPHERE under on its way to a ninth-consecutive weekend atop the box office heap.;F F T T T T T T T T T T F F F F F F F F F F F F F F F F F
491;How a film could go so far afield, is not unusual for Hollywood, but in this case the film has gone too far afield from the story to even claim it is based on the book.;F F F F F F F F T T T F F F F F F F F F F F F F F F F F F F F F F F F F
492;But the film never feels dated.;F T T T T T
493;He is attracted to her because of her eyes and does not give up when she says no.;F F F F F F F F F F T T T T T T T T
494;It has been 10 years since the two were together and when Luzhin sees him at the match, there's no feeling of love or anger.;F F F F F F F F F F F F F F F F F F T T T T T T T
495;Wallace never realizes that he is in any danger so he has great fun shooting and getting shot at.;F T T T T T T T T F F F F F F F F F F
496;They talk about doing something with their lives, make plans for the future, but never seem to act on anything.;F F F F F F F F F F F F F F T T T T T T
497;I've sat through any number of horror flicks without batting an eyelash, but ERNEST RIDES AGAIN managed something that not even HALLOWEEN could accomplish.;F F F F F F F F F F F F F F F F F F F T T T T T
498;Nevertheless, the film would not be as successful if the romance didn't work on an emotional level.;F F F T T T T T F T T T T T T T T
499;There's no excuse for a subject this incendiary to be the stuff of pratfalls and sappy endings.;T T T T T T F F F F F F F F F F F
500;Members of the supporting cast, especially James=20 Nesbitt (JUDE, HEAR MY SONG), are no less solid.;F F F F F F F F F F F F T T T T
